Country,year,sex,age,suicides_no,population,suicides.100k.pop,country.year,HDI.for.year,gdp_for_year....,gdp_per_capita....,generation
Russian Federation,1990,female,35-54 years,2467,19730400,12.5,Russian Federation1990,NA,"516,814,274,022",3789,Silent
Russian Federation,1990,female,25-34 years,910,12197600,7.46,Russian Federation1990,NA,"516,814,274,022",3789,Boomers
Russian Federation,1990,female,15-24 years,641,9649700,6.64,Russian Federation1990,NA,"516,814,274,022",3789,Generation X
Russian Federation,1990,male,5-14 years,260,11397000,2.28,Russian Federation1990,NA,"516,814,274,022",3789,Generation X
Russian Federation,1990,female,5-14 years,52,11049400,0.47,Russian Federation1990,NA,"516,814,274,022",3789,Generation X
Saint Kitts and Nevis,1990,female,15-24 years,0,4900,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,Generation X
Saint Kitts and Nevis,1990,female,25-34 years,0,2600,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,Boomers
Saint Kitts and Nevis,1990,female,35-54 years,0,2900,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,Silent
Saint Kitts and Nevis,1990,female,5-14 years,0,5700,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,Generation X
Saint Kitts and Nevis,1990,female,55-74 years,0,3300,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,G.I. Generation
Saint Kitts and Nevis,1990,female,75+ years,0,1000,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,G.I. Generation
Saint Kitts and Nevis,1990,male,15-24 years,0,4900,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,Generation X
Saint Kitts and Nevis,1990,male,25-34 years,0,2400,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,Boomers
Saint Kitts and Nevis,1990,male,35-54 years,0,2400,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,Silent
Saint Kitts and Nevis,1990,male,5-14 years,0,6000,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,Generation X
Saint Kitts and Nevis,1990,male,55-74 years,0,2500,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,G.I. Generation
Saint Kitts and Nevis,1990,male,75+ years,0,500,0,Saint Kitts and Nevis1990,NA,"208,740,444",5339,G.I. Generation
Saint Lucia,1990,male,25-34 years,1,9974,10.03,Saint Lucia1990,NA,"483,962,431",4015,Boomers
Saint Lucia,1990,female,25-34 years,1,10489,9.53,Saint Lucia1990,NA,"483,962,431",4015,Boomers
Saint Lucia,1990,male,15-24 years,1,13592,7.36,Saint Lucia1990,NA,"483,962,431",4015,Generation X
Saint Lucia,1990,female,15-24 years,0,14116,0,Saint Lucia1990,NA,"483,962,431",4015,Generation X
Saint Lucia,1990,female,35-54 years,0,10814,0,Saint Lucia1990,NA,"483,962,431",4015,Silent
Saint Lucia,1990,female,5-14 years,0,16405,0,Saint Lucia1990,NA,"483,962,431",4015,Generation X
Saint Lucia,1990,female,55-74 years,0,7433,0,Saint Lucia1990,NA,"483,962,431",4015,G.I. Generation
Saint Lucia,1990,female,75+ years,0,2160,0,Saint Lucia1990,NA,"483,962,431",4015,G.I. Generation
Saint Lucia,1990,male,35-54 years,0,10663,0,Saint Lucia1990,NA,"483,962,431",4015,Silent
Saint Lucia,1990,male,5-14 years,0,16448,0,Saint Lucia1990,NA,"483,962,431",4015,Generation X
Saint Lucia,1990,male,55-74 years,0,6879,0,Saint Lucia1990,NA,"483,962,431",4015,G.I. Generation
Saint Lucia,1990,male,75+ years,0,1564,0,Saint Lucia1990,NA,"483,962,431",4015,G.I. Generation
Saint Vincent and Grenadines,1990,male,25-34 years,3,8514,35.24,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,Boomers
Saint Vincent and Grenadines,1990,male,55-74 years,1,4229,23.65,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,G.I. Generation
Saint Vincent and Grenadines,1990,male,35-54 years,1,7593,13.17,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,Silent
Saint Vincent and Grenadines,1990,female,15-24 years,0,11097,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,Generation X
Saint Vincent and Grenadines,1990,female,25-34 years,0,8323,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,Boomers
Saint Vincent and Grenadines,1990,female,35-54 years,0,7762,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,Silent
Saint Vincent and Grenadines,1990,female,5-14 years,0,13580,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,Generation X
Saint Vincent and Grenadines,1990,female,55-74 years,0,5128,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,G.I. Generation
Saint Vincent and Grenadines,1990,female,75+ years,0,1532,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,G.I. Generation
Saint Vincent and Grenadines,1990,male,15-24 years,0,11489,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,Generation X
Saint Vincent and Grenadines,1990,male,5-14 years,0,13853,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,Generation X
Saint Vincent and Grenadines,1990,male,75+ years,0,1041,0,Saint Vincent and Grenadines1990,NA,"240,365,259",2553,G.I. Generation
Singapore,1990,male,75+ years,19,24100,78.84,Singapore1990,0.718,"36,152,027,893",14393,G.I. Generation
Singapore,1990,female,75+ years,23,35400,64.97,Singapore1990,0.718,"36,152,027,893",14393,G.I. Generation
Singapore,1990,male,55-74 years,39,140900,27.68,Singapore1990,0.718,"36,152,027,893",14393,G.I. Generation
Singapore,1990,female,55-74 years,27,147100,18.35,Singapore1990,0.718,"36,152,027,893",14393,G.I. Generation
Singapore,1990,male,35-54 years,63,359200,17.54,Singapore1990,0.718,"36,152,027,893",14393,Silent
Singapore,1990,male,25-34 years,47,299900,15.67,Singapore1990,0.718,"36,152,027,893",14393,Boomers
Singapore,1990,female,25-34 years,43,289400,14.86,Singapore1990,0.718,"36,152,027,893",14393,Boomers
Singapore,1990,male,15-24 years,31,236800,13.09,Singapore1990,0.718,"36,152,027,893",14393,Generation X
Singapore,1990,female,35-54 years,42,349400,12.02,Singapore1990,0.718,"36,152,027,893",14393,Silent
Singapore,1990,female,15-24 years,17,225500,7.54,Singapore1990,0.718,"36,152,027,893",14393,Generation X
Singapore,1990,male,5-14 years,2,209400,0.96,Singapore1990,0.718,"36,152,027,893",14393,Generation X
Singapore,1990,female,5-14 years,1,194700,0.51,Singapore1990,0.718,"36,152,027,893",14393,Generation X
Spain,1990,male,75+ years,404,785000,51.46,Spain1990,0.756,"535,101,248,776",14517,G.I. Generation
Spain,1990,male,55-74 years,666,3421900,19.46,Spain1990,0.756,"535,101,248,776",14517,G.I. Generation
Spain,1990,female,75+ years,175,1359100,12.88,Spain1990,0.756,"535,101,248,776",14517,G.I. Generation
Spain,1990,male,25-34 years,325,3053500,10.64,Spain1990,0.756,"535,101,248,776",14517,Boomers
Spain,1990,male,35-54 years,481,4525600,10.63,Spain1990,0.756,"535,101,248,776",14517,Silent
Spain,1990,female,55-74 years,308,3971400,7.76,Spain1990,0.756,"535,101,248,776",14517,G.I. Generation
Spain,1990,male,15-24 years,240,3371500,7.12,Spain1990,0.756,"535,101,248,776",14517,Generation X
Spain,1990,female,35-54 years,171,4584100,3.73,Spain1990,0.756,"535,101,248,776",14517,Silent
Spain,1990,female,25-34 years,90,3001500,3,Spain1990,0.756,"535,101,248,776",14517,Boomers
Spain,1990,female,15-24 years,54,3206700,1.68,Spain1990,0.756,"535,101,248,776",14517,Generation X
Spain,1990,male,5-14 years,19,2878900,0.66,Spain1990,0.756,"535,101,248,776",14517,Generation X
Spain,1990,female,5-14 years,6,2702200,0.22,Spain1990,0.756,"535,101,248,776",14517,Generation X
Suriname,1990,male,75+ years,3,2000,150,Suriname1990,NA,"388,300,000",1114,G.I. Generation
Suriname,1990,male,25-34 years,8,34000,23.53,Suriname1990,NA,"388,300,000",1114,Boomers
Suriname,1990,male,15-24 years,7,47000,14.89,Suriname1990,NA,"388,300,000",1114,Generation X
Suriname,1990,male,35-54 years,2,28000,7.14,Suriname1990,NA,"388,300,000",1114,Silent
Suriname,1990,male,55-74 years,1,16000,6.25,Suriname1990,NA,"388,300,000",1114,G.I. Generation
Suriname,1990,female,25-34 years,2,35000,5.71,Suriname1990,NA,"388,300,000",1114,Boomers
Suriname,1990,female,15-24 years,2,46000,4.35,Suriname1990,NA,"388,300,000",1114,Generation X
Suriname,1990,male,5-14 years,1,45000,2.22,Suriname1990,NA,"388,300,000",1114,Generation X
Suriname,1990,female,35-54 years,0,32000,0,Suriname1990,NA,"388,300,000",1114,Silent
Suriname,1990,female,5-14 years,0,43500,0,Suriname1990,NA,"388,300,000",1114,Generation X
Suriname,1990,female,55-74 years,0,17000,0,Suriname1990,NA,"388,300,000",1114,G.I. Generation
Suriname,1990,female,75+ years,0,3200,0,Suriname1990,NA,"388,300,000",1114,G.I. Generation
Sweden,1990,male,75+ years,144,261500,55.07,Sweden1990,0.815,"258,154,283,909",32246,G.I. Generation
Sweden,1990,male,55-74 years,287,798100,35.96,Sweden1990,0.815,"258,154,283,909",32246,G.I. Generation
Sweden,1990,male,35-54 years,340,1174000,28.96,Sweden1990,0.815,"258,154,283,909",32246,Silent
Sweden,1990,male,25-34 years,157,606600,25.88,Sweden1990,0.815,"258,154,283,909",32246,Boomers
Sweden,1990,female,55-74 years,138,883800,15.61,Sweden1990,0.815,"258,154,283,909",32246,G.I. Generation
Sweden,1990,female,75+ years,63,422700,14.9,Sweden1990,0.815,"258,154,283,909",32246,G.I. Generation
Sweden,1990,male,15-24 years,88,600300,14.66,Sweden1990,0.815,"258,154,283,909",32246,Generation X
Sweden,1990,female,35-54 years,156,1130600,13.8,Sweden1990,0.815,"258,154,283,909",32246,Silent
Sweden,1990,female,25-34 years,63,574600,10.96,Sweden1990,0.815,"258,154,283,909",32246,Boomers
Sweden,1990,female,15-24 years,30,571400,5.25,Sweden1990,0.815,"258,154,283,909",32246,Generation X
Sweden,1990,male,5-14 years,4,503700,0.79,Sweden1990,0.815,"258,154,283,909",32246,Generation X
Sweden,1990,female,5-14 years,1,478400,0.21,Sweden1990,0.815,"258,154,283,909",32246,Generation X
Thailand,1990,male,75+ years,55,355816,15.46,Thailand1990,0.572,"85,343,063,966",1666,G.I. Generation
Thailand,1990,male,25-34 years,622,4749653,13.1,Thailand1990,0.572,"85,343,063,966",1666,Boomers
Thailand,1990,male,15-24 years,753,6077084,12.39,Thailand1990,0.572,"85,343,063,966",1666,Generation X
Thailand,1990,male,55-74 years,293,2438191,12.02,Thailand1990,0.572,"85,343,063,966",1666,G.I. Generation
Thailand,1990,male,35-54 years,665,5708264,11.65,Thailand1990,0.572,"85,343,063,966",1666,Silent
Thailand,1990,female,15-24 years,511,5917572,8.64,Thailand1990,0.572,"85,343,063,966",1666,Generation X
Thailand,1990,female,25-34 years,339,4920571,6.89,Thailand1990,0.572,"85,343,063,966",1666,Boomers
Thailand,1990,female,75+ years,29,515149,5.63,Thailand1990,0.572,"85,343,063,966",1666,G.I. Generation
Thailand,1990,female,35-54 years,290,6146476,4.72,Thailand1990,0.572,"85,343,063,966",1666,Silent
Thailand,1990,female,55-74 years,102,2660151,3.83,Thailand1990,0.572,"85,343,063,966",1666,G.I. Generation
Thailand,1990,male,5-14 years,51,5967616,0.85,Thailand1990,0.572,"85,343,063,966",1666,Generation X
Thailand,1990,female,5-14 years,43,5772125,0.74,Thailand1990,0.572,"85,343,063,966",1666,Generation X
Trinidad and Tobago,1990,male,25-34 years,43,107000,40.19,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,Boomers
Trinidad and Tobago,1990,male,55-74 years,16,52000,30.77,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,G.I. Generation
Trinidad and Tobago,1990,male,35-54 years,34,113000,30.09,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,Silent
Trinidad and Tobago,1990,male,15-24 years,30,115000,26.09,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,Generation X
Trinidad and Tobago,1990,female,15-24 years,17,114000,14.91,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,Generation X
Trinidad and Tobago,1990,male,75+ years,1,10000,10,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,G.I. Generation
Trinidad and Tobago,1990,female,35-54 years,11,119000,9.24,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,Silent
Trinidad and Tobago,1990,female,55-74 years,5,57000,8.77,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,G.I. Generation
Trinidad and Tobago,1990,female,25-34 years,8,109000,7.34,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,Boomers
Trinidad and Tobago,1990,female,75+ years,1,16500,6.06,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,G.I. Generation
Trinidad and Tobago,1990,female,5-14 years,3,136000,2.21,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,Generation X
Trinidad and Tobago,1990,male,5-14 years,1,140000,0.71,Trinidad and Tobago1990,0.673,"5,068,000,000",4656,Generation X
Turkmenistan,1990,female,75+ years,12,34100,35.19,Turkmenistan1990,NA,"3,189,539,641",1036,G.I. Generation
Turkmenistan,1990,male,75+ years,5,16700,29.94,Turkmenistan1990,NA,"3,189,539,641",1036,G.I. Generation
Turkmenistan,1990,male,35-54 years,65,268100,24.24,Turkmenistan1990,NA,"3,189,539,641",1036,Silent
Turkmenistan,1990,male,25-34 years,61,292800,20.83,Turkmenistan1990,NA,"3,189,539,641",1036,Boomers
Turkmenistan,1990,male,55-74 years,23,117000,19.66,Turkmenistan1990,NA,"3,189,539,641",1036,G.I. Generation
Turkmenistan,1990,male,15-24 years,56,360200,15.55,Turkmenistan1990,NA,"3,189,539,641",1036,Generation X
Turkmenistan,1990,female,15-24 years,27,351300,7.69,Turkmenistan1990,NA,"3,189,539,641",1036,Generation X
Turkmenistan,1990,female,35-54 years,18,277100,6.5,Turkmenistan1990,NA,"3,189,539,641",1036,Silent
Turkmenistan,1990,female,55-74 years,9,153300,5.87,Turkmenistan1990,NA,"3,189,539,641",1036,G.I. Generation
Turkmenistan,1990,female,25-34 years,16,306400,5.22,Turkmenistan1990,NA,"3,189,539,641",1036,Boomers
Turkmenistan,1990,male,5-14 years,6,455200,1.32,Turkmenistan1990,NA,"3,189,539,641",1036,Generation X
Turkmenistan,1990,female,5-14 years,0,447600,0,Turkmenistan1990,NA,"3,189,539,641",1036,Generation X
Ukraine,1990,male,75+ years,494,688400,71.76,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,male,35-54 years,3570,6444100,55.4,Ukraine1990,0.705,"81,456,918,679",1698,Silent
Ukraine,1990,male,55-74 years,2003,3733600,53.65,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,male,25-34 years,1490,3837800,38.82,Ukraine1990,0.705,"81,456,918,679",1698,Boomers
Ukraine,1990,female,75+ years,452,1956100,23.11,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,male,15-24 years,613,3544600,17.29,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,female,55-74 years,886,5866100,15.1,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,female,35-54 years,704,7140700,9.86,Ukraine1990,0.705,"81,456,918,679",1698,Silent
Ukraine,1990,female,25-34 years,203,3904100,5.2,Ukraine1990,0.705,"81,456,918,679",1698,Boomers
Ukraine,1990,female,15-24 years,165,3454600,4.78,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,male,5-14 years,59,3763100,1.57,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,female,5-14 years,6,3638400,0.16,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
United Kingdom,1990,male,75+ years,264,1360178,19.41,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
United Kingdom,1990,male,35-54 years,1246,7192919,17.32,United Kingdom1990,0.773,"1,093,169,389,205",20411,Silent
United Kingdom,1990,male,25-34 years,763,4427270,17.23,United Kingdom1990,0.773,"1,093,169,389,205",20411,Boomers
United Kingdom,1990,male,55-74 years,721,5093581,14.16,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
United Kingdom,1990,male,15-24 years,528,4317816,12.23,United Kingdom1990,0.773,"1,093,169,389,205",20411,Generation X
United Kingdom,1990,female,55-74 years,340,5762152,5.9,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
United Kingdom,1990,female,75+ years,154,2625749,5.86,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
United Kingdom,1990,female,35-54 years,360,7196514,5,United Kingdom1990,0.773,"1,093,169,389,205",20411,Silent
United Kingdom,1990,female,25-34 years,180,4366845,4.12,United Kingdom1990,0.773,"1,093,169,389,205",20411,Boomers
United Kingdom,1990,female,15-24 years,85,4138638,2.05,United Kingdom1990,0.773,"1,093,169,389,205",20411,Generation X
United Kingdom,1990,male,5-14 years,2,3630327,0.06,United Kingdom1990,0.773,"1,093,169,389,205",20411,Generation X
United Kingdom,1990,female,5-14 years,0,3445865,0,United Kingdom1990,0.773,"1,093,169,389,205",20411,Generation X
United States,1990,male,75+ years,2653,4585900,57.85,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
United States,1990,male,55-74 years,5109,17861900,28.6,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
United States,1990,male,25-34 years,5339,21564300,24.76,United States1990,0.859,"5,979,589,000,000",26004,Boomers
United States,1990,male,35-54 years,7260,30742000,23.62,United States1990,0.859,"5,979,589,000,000",26004,Silent
United States,1990,male,15-24 years,4160,18915400,21.99,United States1990,0.859,"5,979,589,000,000",26004,Generation X
United States,1990,female,55-74 years,1504,21296300,7.06,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
United States,1990,female,35-54 years,2175,31749500,6.85,United States1990,0.859,"5,979,589,000,000",26004,Silent
United States,1990,female,75+ years,511,8447400,6.05,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
United States,1990,female,25-34 years,1211,21596400,5.61,United States1990,0.859,"5,979,589,000,000",26004,Boomers
United States,1990,female,15-24 years,709,18097900,3.92,United States1990,0.859,"5,979,589,000,000",26004,Generation X
United States,1990,male,5-14 years,195,17970800,1.09,United States1990,0.859,"5,979,589,000,000",26004,Generation X
United States,1990,female,5-14 years,69,17124400,0.4,United States1990,0.859,"5,979,589,000,000",26004,Generation X
Uruguay,1990,male,75+ years,37,52000,71.15,Uruguay1990,0.692,"9,298,839,655",3281,G.I. Generation
Uruguay,1990,male,55-74 years,74,246000,30.08,Uruguay1990,0.692,"9,298,839,655",3281,G.I. Generation
Uruguay,1990,male,35-54 years,75,339000,22.12,Uruguay1990,0.692,"9,298,839,655",3281,Silent
Uruguay,1990,male,15-24 years,33,247000,13.36,Uruguay1990,0.692,"9,298,839,655",3281,Generation X
Uruguay,1990,male,25-34 years,27,216000,12.5,Uruguay1990,0.692,"9,298,839,655",3281,Boomers
Uruguay,1990,female,75+ years,9,90000,10,Uruguay1990,0.692,"9,298,839,655",3281,G.I. Generation
Uruguay,1990,female,55-74 years,25,283000,8.83,Uruguay1990,0.692,"9,298,839,655",3281,G.I. Generation
Uruguay,1990,female,35-54 years,14,358000,3.91,Uruguay1990,0.692,"9,298,839,655",3281,Silent
Uruguay,1990,female,25-34 years,8,224000,3.57,Uruguay1990,0.692,"9,298,839,655",3281,Boomers
Uruguay,1990,female,15-24 years,7,240000,2.92,Uruguay1990,0.692,"9,298,839,655",3281,Generation X
Uruguay,1990,female,5-14 years,3,264000,1.14,Uruguay1990,0.692,"9,298,839,655",3281,Generation X
Uruguay,1990,male,5-14 years,3,275000,1.09,Uruguay1990,0.692,"9,298,839,655",3281,Generation X
Uzbekistan,1990,male,35-54 years,343,1491700,22.99,Uzbekistan1990,NA,"13,360,607,918",778,Silent
Uzbekistan,1990,male,55-74 years,129,660200,19.54,Uzbekistan1990,NA,"13,360,607,918",778,G.I. Generation
Uzbekistan,1990,male,25-34 years,283,1638100,17.28,Uzbekistan1990,NA,"13,360,607,918",778,Boomers
Uzbekistan,1990,male,75+ years,20,118300,16.91,Uzbekistan1990,NA,"13,360,607,918",778,G.I. Generation
Uzbekistan,1990,female,75+ years,27,218400,12.36,Uzbekistan1990,NA,"13,360,607,918",778,G.I. Generation
Uzbekistan,1990,male,15-24 years,191,1955700,9.77,Uzbekistan1990,NA,"13,360,607,918",778,Generation X
Uzbekistan,1990,female,55-74 years,77,856800,8.99,Uzbekistan1990,NA,"13,360,607,918",778,G.I. Generation
Uzbekistan,1990,female,35-54 years,105,1507400,6.97,Uzbekistan1990,NA,"13,360,607,918",778,Silent
Uzbekistan,1990,female,15-24 years,135,1956300,6.9,Uzbekistan1990,NA,"13,360,607,918",778,Generation X
Uzbekistan,1990,female,25-34 years,87,1664200,5.23,Uzbekistan1990,NA,"13,360,607,918",778,Boomers
Uzbekistan,1990,male,5-14 years,42,2574400,1.63,Uzbekistan1990,NA,"13,360,607,918",778,Generation X
Uzbekistan,1990,female,5-14 years,20,2524200,0.79,Uzbekistan1990,NA,"13,360,607,918",778,Generation X
